Price,Close,High,Low,Open,Volume
Ticker,BNB-USD,BNB-USD,BNB-USD,BNB-USD,BNB-USD
Datetime,,,,,
2025-09-20 00:00:00+00:00,986.9149780273438,986.9149780273438,984.1197509765625,984.1197509765625,12980736
2025-09-20 00:15:00+00:00,986.2532958984375,987.6227416992188,986.2107543945312,987.0363159179688,3559424
2025-09-20 00:30:00+00:00,987.0502319335938,987.0502319335938,986.1575927734375,986.332763671875,0
2025-09-20 00:45:00+00:00,986.4343872070312,987.5519409179688,986.41796875,987.02685546875,289792
2025-09-20 01:00:00+00:00,985.7669677734375,986.97119140625,985.7669677734375,986.5654296875,0
2025-09-20 01:15:00+00:00,986.7568359375,986.7568359375,985.4825439453125,985.4894409179688,2214656
2025-09-20 01:30:00+00:00,985.5859985351562,986.904296875,985.3912353515625,986.7901000976562,1612544
2025-09-20 01:45:00+00:00,986.877685546875,986.9237670898438,986.27197265625,986.3550415039062,0
2025-09-20 02:00:00+00:00,984.7918090820312,986.870849609375,984.7918090820312,986.870849609375,1875712
2025-09-20 02:15:00+00:00,986.0885009765625,986.119140625,984.1444702148438,984.6140747070312,4623104
2025-09-20 02:30:00+00:00,986.2720336914062,986.3551635742188,985.4973754882812,986.3551635742188,539904
2025-09-20 02:45:00+00:00,990.1118774414062,990.1118774414062,986.2048950195312,986.2048950195312,19524608
2025-09-20 03:00:00+00:00,988.9948120117188,990.7440795898438,988.91943359375,990.2546997070312,202240
2025-09-20 03:15:00+00:00,990.3060913085938,990.3060913085938,989.1865844726562,989.2060546875,5503744
2025-09-20 03:30:00+00:00,991.6868896484375,991.8455810546875,990.4509887695312,990.4509887695312,10752768
2025-09-20 03:45:00+00:00,992.7076416015625,993.04296875,991.7594604492188,991.7594604492188,0
2025-09-20 04:00:00+00:00,992.2628173828125,992.6458129882812,991.8171997070312,992.6458129882812,0
2025-09-20 04:15:00+00:00,993.5615234375,993.5615234375,992.0764770507812,992.291748046875,0
2025-09-20 04:30:00+00:00,996.1878051757812,996.1878051757812,993.4628295898438,993.53564453125,4701440
2025-09-20 04:45:00+00:00,999.4017333984375,999.410888671875,996.3062744140625,996.3062744140625,11175424
2025-09-20 05:00:00+00:00,998.4330444335938,1000.9496459960938,998.3307495117188,999.5896606445312,9312256
2025-09-20 05:15:00+00:00,997.0911865234375,998.5282592773438,997.0399169921875,998.5282592773438,2045952
2025-09-20 05:30:00+00:00,996.7378540039062,997.2213134765625,996.7247924804688,997.091552734375,3386624
2025-09-20 05:45:00+00:00,997.5029296875,997.5029296875,996.6828002929688,996.7653198242188,0
