Price,Close,High,Low,Open,Volume
Ticker,BNB-USD,BNB-USD,BNB-USD,BNB-USD,BNB-USD
Datetime,,,,,
2025-09-20 00:00:00+00:00,984.7861328125,984.7861328125,984.1197509765625,984.1197509765625,0
2025-09-20 00:05:00+00:00,986.102294921875,986.1861572265625,985.2108154296875,985.2108154296875,5104128
2025-09-20 00:10:00+00:00,986.9149780273438,986.9149780273438,986.0186767578125,986.0186767578125,7876608
2025-09-20 00:15:00+00:00,987.1975708007812,987.1975708007812,987.0363159179688,987.0363159179688,1442816
2025-09-20 00:20:00+00:00,987.4710693359375,987.6227416992188,987.2353515625,987.2353515625,1008896
2025-09-20 00:25:00+00:00,986.2532958984375,986.960693359375,986.2107543945312,986.960693359375,1107712
2025-09-20 00:30:00+00:00,986.32763671875,986.332763671875,986.26953125,986.332763671875,0
2025-09-20 00:35:00+00:00,986.2129516601562,986.2984619140625,986.1575927734375,986.2984619140625,0
2025-09-20 00:40:00+00:00,987.0502319335938,987.0502319335938,986.660888671875,986.660888671875,0
2025-09-20 00:45:00+00:00,987.2361450195312,987.5519409179688,987.02685546875,987.02685546875,0
2025-09-20 00:50:00+00:00,986.9609985351562,987.1845092773438,986.9425048828125,987.1845092773438,105472
2025-09-20 00:55:00+00:00,986.4343872070312,986.8721313476562,986.41796875,986.8721313476562,184320
2025-09-20 01:00:00+00:00,986.802978515625,986.97119140625,986.5654296875,986.5654296875,0
2025-09-20 01:05:00+00:00,986.2808837890625,986.4144897460938,986.2626953125,986.4144897460938,0
2025-09-20 01:10:00+00:00,985.7669677734375,986.189697265625,985.7669677734375,986.189697265625,0
2025-09-20 01:15:00+00:00,985.67822265625,985.67822265625,985.4825439453125,985.4894409179688,0
2025-09-20 01:20:00+00:00,985.8409423828125,985.8409423828125,985.6832885742188,985.6832885742188,0
2025-09-20 01:25:00+00:00,986.7568359375,986.7568359375,986.306396484375,986.3775634765625,2214656
2025-09-20 01:30:00+00:00,986.4658813476562,986.904296875,986.4658813476562,986.7901000976562,0
2025-09-20 01:35:00+00:00,985.7415771484375,986.4564208984375,985.6109619140625,986.410400390625,1074432
2025-09-20 01:40:00+00:00,985.5859985351562,985.5859985351562,985.3912353515625,985.4500122070312,538112
2025-09-20 01:45:00+00:00,986.27197265625,986.4235229492188,986.27197265625,986.3550415039062,0
2025-09-20 01:50:00+00:00,986.6683349609375,986.7454223632812,986.3029174804688,986.3029174804688,0
2025-09-20 01:55:00+00:00,986.877685546875,986.9237670898438,986.877685546875,986.8831787109375,0
2025-09-20 02:00:00+00:00,986.1181640625,986.870849609375,986.1181640625,986.870849609375,0
