rsi_period,entry,exit,stop,final,return_pct,trades,win_rate
8,51,68,0.01,871.2305792692487,-41.91796138205008,222,52.702702702702695
10,48,67,0.007,870.9748298523933,-41.93501134317378,201,44.27860696517413
8,52,69,0.01,869.8934590999975,-42.00710272666684,213,50.70422535211267
10,45,58,0.01,869.4172820732568,-42.03884786178288,226,55.75221238938053
10,52,64,0.01,869.3725493670987,-42.04183004219342,218,54.12844036697248
8,52,70,0.01,868.4509786621428,-42.10326808919048,207,50.24154589371981
10,53,66,0.007,868.420330812947,-42.10531127913687,244,47.950819672131146
8,55,69,0.01,867.6386257412826,-42.15742495058116,233,52.78969957081545
10,49,66,0.007,867.2647530164144,-42.182349798905705,212,46.22641509433962
10,55,68,0.007,867.1652523055586,-42.188983179629425,238,44.537815126050425
10,49,68,0.005,866.8378630209327,-42.21080913193782,232,36.637931034482754
10,51,63,0.01,866.3755333871521,-42.24163110752319,229,55.021834061135365
10,45,51,0.01,866.2834600852535,-42.24776932764976,292,46.917808219178085
8,46,70,0.005,866.0703954671735,-42.26197363552176,244,40.16393442622951
10,45,50,0.01,865.5535079476464,-42.296432803490234,301,46.51162790697674
10,50,70,0.003,865.2601076363175,-42.315992824245505,293,28.327645051194537
8,49,69,0.007,864.7055244164869,-42.35296503890087,240,46.666666666666664
10,45,63,0.007,864.6058042654035,-42.3596130489731,222,47.2972972972973
10,47,68,0.007,864.457245516248,-42.369516965583465,190,42.10526315789473
10,45,57,0.01,864.4074625778591,-42.372835828142726,234,55.98290598290598
8,53,67,0.01,864.127601487573,-42.3914932341618,249,53.41365461847389
10,58,69,0.005,863.9945231253329,-42.40036512497781,294,38.095238095238095
10,57,67,0.01,863.6536792195361,-42.42308805203092,221,51.13122171945701
8,48,67,0.007,863.2463461348906,-42.4502435910073,253,48.22134387351779
10,54,64,0.01,863.226106279782,-42.4515929146812,239,54.811715481171554
8,48,68,0.007,861.8648047115807,-42.54234635256129,242,46.69421487603306
10,47,69,0.005,861.5763897995461,-42.561574013363604,224,35.267857142857146
10,45,67,0.007,860.9584554250384,-42.60276963833077,193,42.487046632124354
10,45,54,0.007,860.8027584369273,-42.613149437538176,294,50.34013605442177
10,54,67,0.007,860.7662227933683,-42.61558514710878,241,45.643153526970956
6,46,70,0.01,860.3553840431244,-42.64297439712503,251,54.18326693227091
10,50,69,0.003,859.5823901700899,-42.69450732199401,301,29.2358803986711
10,59,70,0.005,859.2318344269613,-42.717877704869245,287,37.97909407665505
10,46,67,0.007,858.9436847958474,-42.737087680276844,196,43.87755102040816
10,58,66,0.01,858.6619289831998,-42.75587140112002,235,51.91489361702127
8,55,68,0.01,858.3223407954943,-42.77851061363371,245,53.46938775510204
8,56,69,0.01,858.2783197769354,-42.78144534820431,238,52.52100840336135
10,60,68,0.01,858.1712097542276,-42.78858601638483,230,50.8695652173913
10,46,63,0.007,857.8207451683714,-42.81195032210857,228,48.68421052631579
8,54,69,0.01,857.0239412478987,-42.86507058347342,228,51.75438596491229
10,60,70,0.005,856.6442680404697,-42.89038213063535,291,38.48797250859107
8,50,69,0.007,856.1848164544533,-42.92101223636978,241,46.058091286307054
8,52,68,0.01,855.7615088566566,-42.949232742889556,224,51.33928571428571
10,50,67,0.005,855.2444992226817,-42.98370005182122,249,38.55421686746988
10,45,53,0.007,855.1167892737902,-42.99221404841398,302,49.00662251655629
10,57,70,0.003,855.0043050145078,-42.999712999032816,338,30.473372781065088
10,46,60,0.01,854.8327172073703,-43.011152186175316,210,52.85714285714286
10,52,68,0.005,854.7998520849994,-43.01334319433337,256,37.5
8,50,66,0.01,854.4936775293246,-43.03375483137836,244,53.68852459016394
10,55,67,0.01,854.4685000609891,-43.03543332926739,214,50.467289719626166
10,45,68,0.005,854.3339493257743,-43.044403378281714,220,35.0
6,45,70,0.01,853.9923117958116,-43.06717921361256,246,54.0650406504065
10,45,66,0.007,853.6116301272864,-43.092557991514234,198,43.93939393939394
8,47,69,0.007,853.1848931305847,-43.12100712462769,224,46.42857142857143
10,54,70,0.003,853.0888593476274,-43.12740937682484,324,29.32098765432099
8,46,68,0.005,852.834695576174,-43.144353628255075,259,41.6988416988417
6,48,70,0.01,852.6085813166831,-43.159427912221126,265,54.71698113207547
10,54,69,0.003,852.4856979287299,-43.16762013808467,333,30.630630630630627
10,49,70,0.003,852.3565911292983,-43.17622725804679,284,27.816901408450708
8,49,67,0.007,852.1452263929,-43.19031824047334,262,49.23664122137404
8,51,70,0.007,851.933316333342,-43.20444557777721,239,45.60669456066946
8,49,65,0.01,851.5111629758129,-43.23258913494581,248,54.43548387096774
10,52,67,0.007,851.4924790749895,-43.23383472833403,228,45.614035087719294
8,46,67,0.005,851.4608653068843,-43.23594231287438,271,43.17343173431734
10,49,69,0.003,851.4572730522688,-43.23618179651542,291,28.865979381443296
10,45,69,0.003,851.004474900426,-43.266368339971606,264,28.40909090909091
10,52,63,0.01,850.9086822503333,-43.272754516644454,241,55.18672199170125
6,46,69,0.01,850.857946434794,-43.27613690434706,263,53.99239543726235
10,58,70,0.003,850.4820758908086,-43.30119494061277,341,30.791788856304986
8,54,68,0.01,850.4259533513426,-43.304936443243825,240,52.5
8,49,68,0.007,849.941506442099,-43.33723290386007,251,47.808764940239044
10,54,68,0.005,849.4883619801666,-43.36744253465557,274,38.32116788321168
10,46,70,0.003,849.3360971609194,-43.37759352260537,266,27.819548872180448
8,45,58,0.007,848.793156975953,-43.41378953493646,308,51.94805194805194
8,56,68,0.01,848.7191562516863,-43.418722916554245,250,52.800000000000004
10,46,66,0.007,848.5932738929062,-43.427115073806256,201,45.27363184079602
10,45,59,0.01,848.481828970523,-43.434544735298466,216,54.166666666666664
10,51,65,0.007,848.3961184084864,-43.44025877276758,240,47.083333333333336
10,52,66,0.007,848.2819353097997,-43.44787097934669,235,47.23404255319149
10,55,70,0.003,847.5929135149385,-43.49380576567077,329,29.78723404255319
10,53,67,0.005,847.298083759681,-43.51346108268793,276,39.85507246376812
10,49,67,0.005,846.9857051494332,-43.53428632337112,240,38.333333333333336
10,56,67,0.01,846.5163882905167,-43.56557411396555,217,50.69124423963134
10,48,62,0.01,846.3381183070532,-43.577458779529785,204,51.470588235294116
10,45,64,0.007,846.2666107831209,-43.58222594779194,210,44.761904761904766
8,45,69,0.005,846.2423708616469,-43.583841942556866,245,40.0
8,47,67,0.007,845.841772864128,-43.6105484757248,243,48.559670781893004
10,58,68,0.007,845.8415486964742,-43.610563420235046,253,45.45454545454545
10,46,68,0.005,845.5908378445348,-43.627277477031015,224,35.714285714285715
10,45,65,0.007,845.5404052262165,-43.63063965158557,205,43.90243902439025
8,45,64,0.007,845.5318241288513,-43.631211724743245,256,50.78125
8,51,67,0.01,845.4467470900528,-43.636883527329815,234,51.70940170940172
10,56,70,0.003,845.3505857248161,-43.64329428501226,334,29.94011976047904
8,47,65,0.01,845.1152057168056,-43.6589862855463,227,52.863436123348016
10,55,69,0.003,845.1038181453924,-43.659745456973845,338,31.06508875739645
10,47,61,0.01,844.8384016623111,-43.67743988917926,206,51.94174757281553
10,47,63,0.007,844.7122496469882,-43.68585002353412,230,48.69565217391305
6,45,69,0.01,844.5651159536017,-43.695658936426554,258,54.263565891472865
8,53,70,0.007,844.4726991701934,-43.70182005532044,251,46.613545816733065
8,45,63,0.01,844.4666110489219,-43.70222593007187,227,55.06607929515418
8,45,58,0.01,844.059002268706,-43.729399848752934,274,54.379562043795616
6,47,70,0.01,843.5308225667119,-43.76461182888587,256,54.296875
10,46,53,0.01,843.0814458133,-43.79457027911333,285,49.473684210526315
10,50,66,0.005,842.7255238349373,-43.81829841100418,256,39.84375
6,48,69,0.01,842.4351828295112,-43.83765447803258,279,54.83870967741935
8,53,66,0.01,842.4108682728828,-43.83927544847448,269,55.39033457249071
10,46,64,0.007,842.0352205360474,-43.86431863093018,216,46.2962962962963
10,59,66,0.01,841.7392060878002,-43.884052927479985,246,52.84552845528455
10,49,62,0.01,841.673276992551,-43.8884482004966,211,52.13270142180095
8,55,70,0.01,841.6075857251953,-43.892827618320304,226,51.76991150442478
10,47,67,0.007,841.5270729792464,-43.8981951347169,198,43.43434343434344
8,54,70,0.01,841.1237209829455,-43.92508526780363,221,50.678733031674206
10,50,65,0.007,841.0673021454978,-43.92884652363348,232,46.12068965517241
8,47,68,0.007,840.7420839466519,-43.950527736889875,232,46.98275862068966
8,45,57,0.007,840.369649922728,-43.97535667181813,320,51.5625
10,45,67,0.005,840.2990180644384,-43.980065462370774,226,36.72566371681416
8,45,65,0.007,840.1851914006131,-43.98765390662579,250,50.4
8,45,70,0.005,840.1644143004415,-43.98903904663724,239,39.33054393305439
10,51,64,0.007,840.0310028853797,-43.99793314097469,248,47.983870967741936
10,48,70,0.003,839.8295198906185,-44.01136534062543,279,27.598566308243726
10,50,64,0.007,839.7190615083888,-44.01872923277408,239,47.28033472803347
8,46,64,0.007,839.4413541149218,-44.03724305900521,264,50.75757575757576
10,56,69,0.003,839.313393146797,-44.04577379021353,346,31.213872832369944
8,46,65,0.007,839.3125680255598,-44.045828798296014,256,50.390625
10,46,65,0.007,839.1866924164344,-44.05422050557104,210,45.23809523809524
10,46,54,0.01,838.9609120085887,-44.06927253276075,273,51.64835164835166
10,51,68,0.003,838.7650943650439,-44.082327042330405,310,30.32258064516129
8,56,70,0.01,838.5395736189594,-44.09736175873604,231,51.515151515151516
10,55,65,0.01,838.3152708796338,-44.112315274691085,236,54.23728813559322
10,58,67,0.01,838.2967922436122,-44.11354718375918,228,50.877192982456144
10,49,65,0.007,837.6821118600466,-44.154525875996896,222,45.94594594594595
10,49,64,0.007,837.5244482598762,-44.165036782674925,230,46.95652173913044
