Datetime,Open,High,Low,Close,Volume
2025-08-21 00:00:00+00:00,114271.23,114493.1,114010.87,114292.14,429.62667
2025-08-21 01:00:00+00:00,114292.14,114736.0,113954.13,114729.94,432.98345
2025-08-21 02:00:00+00:00,114729.93,114821.76,113906.01,114038.0,447.89489
2025-08-21 03:00:00+00:00,114038.0,114531.29,113954.61,113954.62,316.2228
2025-08-21 04:00:00+00:00,113954.62,114033.84,113800.0,113800.0,293.43085
2025-08-21 05:00:00+00:00,113800.01,114010.83,113637.0,113995.12,344.63705
2025-08-21 06:00:00+00:00,113995.12,113995.12,113609.88,113807.2,443.88446
2025-08-21 07:00:00+00:00,113807.2,113944.74,113582.43,113896.03,530.41085
2025-08-21 08:00:00+00:00,113896.03,113990.0,113588.45,113588.45,336.76542
2025-08-21 09:00:00+00:00,113588.46,113616.58,113300.0,113376.85,413.40552
2025-08-21 10:00:00+00:00,113376.85,113479.97,113230.0,113329.74,331.35097
2025-08-21 11:00:00+00:00,113329.74,113542.47,113000.0,113148.66,428.12915
2025-08-21 12:00:00+00:00,113148.65,113416.69,112950.0,113095.29,386.2075
2025-08-21 13:00:00+00:00,113095.3,113713.56,113055.93,113486.98,624.69624
2025-08-21 14:00:00+00:00,113486.98,113995.11,112913.39,113281.99,580.15894
2025-08-21 15:00:00+00:00,113282.0,113386.31,112608.64,112792.08,930.0476
2025-08-21 16:00:00+00:00,112792.08,112969.47,112333.33,112379.58,780.22707
2025-08-21 17:00:00+00:00,112379.58,112596.9,112201.0,112410.91,737.11033
2025-08-21 18:00:00+00:00,112410.92,112682.2,112224.67,112602.62,382.38194
2025-08-21 19:00:00+00:00,112602.62,112724.74,112015.67,112193.71,569.08483
2025-08-21 20:00:00+00:00,112193.71,112870.94,112067.46,112450.3,336.45252
2025-08-21 21:00:00+00:00,112450.31,112734.51,112100.0,112628.76,337.37667
2025-08-21 22:00:00+00:00,112628.75,112712.7,112425.35,112511.2,200.73506
2025-08-21 23:00:00+00:00,112511.19,112511.2,112272.04,112500.0,226.47157
2025-08-22 00:00:00+00:00,112500.0,112840.0,112489.42,112630.87,267.79499
2025-08-22 01:00:00+00:00,112630.88,112924.37,112335.6,112840.08,331.54981
2025-08-22 02:00:00+00:00,112840.08,113525.0,112784.68,113153.96,716.89343
2025-08-22 03:00:00+00:00,113153.96,113441.45,112882.9,112929.24,293.95702
2025-08-22 04:00:00+00:00,112929.24,113256.03,112708.81,112847.63,270.33795
2025-08-22 05:00:00+00:00,112847.62,113285.59,112844.56,113241.99,333.83128
2025-08-22 06:00:00+00:00,113241.98,113394.76,112844.0,112998.3,426.59054
2025-08-22 07:00:00+00:00,112998.3,113250.0,112950.0,113094.83,625.49743
2025-08-22 08:00:00+00:00,113094.83,113319.3,112950.0,112980.34,448.78194
2025-08-22 09:00:00+00:00,112980.34,113128.0,112815.55,113049.67,517.13631
2025-08-22 10:00:00+00:00,113049.67,113060.0,112512.74,112534.54,455.48522
2025-08-22 11:00:00+00:00,112534.54,112629.4,112177.27,112320.0,511.03227
2025-08-22 12:00:00+00:00,112320.01,112713.93,111684.79,112341.5,1660.5893
2025-08-22 13:00:00+00:00,112341.5,112662.27,111932.28,112487.11,1042.30053
2025-08-22 14:00:00+00:00,112487.1,116116.11,112468.35,115808.23,6271.74223
2025-08-22 15:00:00+00:00,115808.24,117296.12,115808.23,116370.75,2530.62921
2025-08-22 16:00:00+00:00,116370.75,116783.22,116116.0,116146.47,1756.6795
2025-08-22 17:00:00+00:00,116146.48,117032.84,116146.48,117024.0,1300.14206
2025-08-22 18:00:00+00:00,117024.01,117429.05,116750.0,116805.27,721.60524
2025-08-22 19:00:00+00:00,116805.27,116914.3,116520.0,116655.79,529.51964
2025-08-22 20:00:00+00:00,116655.79,117127.44,116570.17,117052.65,545.695
2025-08-22 21:00:00+00:00,117052.65,117174.43,116829.34,117028.27,678.08593
2025-08-22 22:00:00+00:00,117028.27,117057.14,116550.96,116757.18,585.72702
2025-08-22 23:00:00+00:00,116757.18,116937.56,116674.51,116935.99,306.48652
2025-08-23 00:00:00+00:00,116936.0,117030.0,116726.64,116870.22,351.38045
2025-08-23 01:00:00+00:00,116870.22,116882.16,116300.0,116453.59,596.49295
2025-08-23 02:00:00+00:00,116453.59,116547.95,115500.0,115927.98,1195.36796
2025-08-23 03:00:00+00:00,115927.98,116044.55,115458.2,115568.77,504.34283
2025-08-23 04:00:00+00:00,115568.77,115980.0,115551.2,115926.77,535.76766
2025-08-23 05:00:00+00:00,115926.77,116034.53,115800.01,115954.51,806.27196
2025-08-23 06:00:00+00:00,115954.51,116015.69,115690.83,115781.16,462.86069
2025-08-23 07:00:00+00:00,115781.16,115928.0,115669.76,115799.47,453.28331
2025-08-23 08:00:00+00:00,115799.46,115861.8,115607.46,115746.12,341.58386
2025-08-23 09:00:00+00:00,115746.12,115782.03,115605.27,115765.82,288.64099
2025-08-23 10:00:00+00:00,115765.81,115780.59,115575.72,115575.72,312.57302
2025-08-23 11:00:00+00:00,115575.73,115616.63,115223.43,115310.13,371.09604
2025-08-23 12:00:00+00:00,115310.13,115486.97,115175.48,115213.6,445.4785
2025-08-23 13:00:00+00:00,115213.6,115213.6,114735.57,114864.92,981.86665
2025-08-23 14:00:00+00:00,114864.92,115081.59,114620.0,114621.47,1000.43667
