Datetime,Open,High,Low,Close,Volume
2025-08-21 00:00:00+00:00,4336.16,4336.16,4306.63,4324.1,19823.071
2025-08-21 01:00:00+00:00,4324.1,4336.97,4297.0,4331.75,17455.734
2025-08-21 02:00:00+00:00,4331.74,4340.26,4278.03,4292.91,22810.4558
2025-08-21 03:00:00+00:00,4292.91,4333.23,4292.6,4295.23,24413.5376
2025-08-21 04:00:00+00:00,4295.24,4308.07,4284.84,4295.52,12897.9857
2025-08-21 05:00:00+00:00,4295.52,4321.36,4283.17,4317.97,9661.6728
2025-08-21 06:00:00+00:00,4317.98,4318.27,4284.18,4307.4,10109.0803
2025-08-21 07:00:00+00:00,4307.39,4312.84,4270.89,4310.76,11554.4168
2025-08-21 08:00:00+00:00,4310.79,4315.01,4285.33,4285.89,11017.568
2025-08-21 09:00:00+00:00,4285.88,4291.74,4256.34,4277.0,22057.6392
2025-08-21 10:00:00+00:00,4277.0,4305.79,4264.01,4291.52,18120.9151
2025-08-21 11:00:00+00:00,4291.52,4310.0,4267.06,4278.52,15755.6035
2025-08-21 12:00:00+00:00,4278.53,4286.34,4236.87,4249.57,23702.5907
2025-08-21 13:00:00+00:00,4249.57,4294.66,4241.24,4261.79,26948.3694
2025-08-21 14:00:00+00:00,4261.8,4328.37,4254.09,4273.85,42822.8101
2025-08-21 15:00:00+00:00,4273.85,4276.77,4226.98,4242.66,30478.661
2025-08-21 16:00:00+00:00,4242.66,4260.0,4215.5,4221.97,20530.0775
2025-08-21 17:00:00+00:00,4221.98,4246.13,4208.0,4242.19,17716.0174
2025-08-21 18:00:00+00:00,4242.18,4269.02,4233.84,4261.37,12769.0989
2025-08-21 19:00:00+00:00,4261.37,4274.38,4217.6,4224.1,15327.1658
2025-08-21 20:00:00+00:00,4224.1,4260.86,4204.2,4242.56,12887.8571
2025-08-21 21:00:00+00:00,4242.56,4257.86,4211.33,4243.52,10998.6634
2025-08-21 22:00:00+00:00,4243.52,4260.31,4236.8,4253.18,6392.6953
2025-08-21 23:00:00+00:00,4253.18,4253.67,4210.13,4225.3,17584.7128
2025-08-22 00:00:00+00:00,4225.3,4256.3,4223.62,4245.61,17590.4421
2025-08-22 01:00:00+00:00,4245.6,4266.12,4222.25,4257.29,11792.9192
2025-08-22 02:00:00+00:00,4257.29,4314.89,4251.19,4290.84,33546.3801
2025-08-22 03:00:00+00:00,4290.84,4300.74,4265.06,4278.93,14461.11
2025-08-22 04:00:00+00:00,4278.93,4307.83,4274.12,4281.28,14430.2691
2025-08-22 05:00:00+00:00,4281.27,4294.92,4272.55,4291.19,10190.2318
