Datetime,Open,High,Low,Close,Volume
2025-08-21 00:00:00+00:00,4336.16,4336.16,4326.14,4327.27,1850.8259
2025-08-21 00:05:00+00:00,4327.28,4330.0,4315.36,4317.12,1518.8258
2025-08-21 00:10:00+00:00,4317.12,4324.47,4317.12,4318.17,1229.7803
2025-08-21 00:15:00+00:00,4318.17,4323.27,4307.51,4307.51,3837.7164
2025-08-21 00:20:00+00:00,4307.52,4316.43,4306.63,4316.43,2260.5413
2025-08-21 00:25:00+00:00,4316.43,4316.44,4310.43,4315.51,984.3112
2025-08-21 00:30:00+00:00,4315.51,4326.13,4315.51,4326.13,1029.0116
2025-08-21 00:35:00+00:00,4326.13,4332.93,4323.34,4325.52,1974.0124
2025-08-21 00:40:00+00:00,4325.51,4328.8,4322.03,4322.03,1049.7984
2025-08-21 00:45:00+00:00,4322.03,4330.97,4311.16,4315.41,2454.0562
2025-08-21 00:50:00+00:00,4315.41,4322.4,4315.12,4319.05,801.4899
2025-08-21 00:55:00+00:00,4319.06,4326.95,4319.06,4324.1,832.7016
2025-08-21 01:00:00+00:00,4324.1,4328.51,4319.5,4320.18,824.592
2025-08-21 01:05:00+00:00,4320.18,4321.08,4313.5,4315.04,709.0922
2025-08-21 01:10:00+00:00,4315.05,4317.99,4309.3,4312.85,1250.581
2025-08-21 01:15:00+00:00,4312.85,4314.54,4297.0,4299.73,2210.3349
2025-08-21 01:20:00+00:00,4299.74,4313.47,4299.19,4313.0,2138.16
2025-08-21 01:25:00+00:00,4312.99,4316.5,4308.16,4309.94,1260.2147
2025-08-21 01:30:00+00:00,4309.95,4317.28,4306.79,4317.27,770.4089
2025-08-21 01:35:00+00:00,4317.28,4320.99,4311.6,4319.71,1093.5397
2025-08-21 01:40:00+00:00,4319.71,4324.2,4317.01,4319.19,1682.7131
2025-08-21 01:45:00+00:00,4319.19,4322.59,4314.71,4317.01,1036.263
2025-08-21 01:50:00+00:00,4317.01,4327.21,4317.01,4326.75,1115.7569
2025-08-21 01:55:00+00:00,4326.75,4336.97,4326.73,4331.75,3364.0776
2025-08-21 02:00:00+00:00,4331.74,4340.26,4330.28,4335.57,2025.1116
2025-08-21 02:05:00+00:00,4335.57,4335.57,4316.26,4319.29,1242.7107
2025-08-21 02:10:00+00:00,4319.28,4319.28,4302.54,4303.07,967.5686
2025-08-21 02:15:00+00:00,4303.07,4303.87,4284.0,4289.75,3686.1141
2025-08-21 02:20:00+00:00,4289.74,4292.73,4282.61,4290.93,2045.3778
2025-08-21 02:25:00+00:00,4290.94,4296.33,4289.75,4292.73,1392.276
2025-08-21 02:30:00+00:00,4292.72,4293.75,4284.67,4284.81,1284.2312
2025-08-21 02:35:00+00:00,4284.81,4288.9,4278.03,4280.71,3120.6138
2025-08-21 02:40:00+00:00,4280.7,4285.81,4278.86,4284.19,1838.8904
2025-08-21 02:45:00+00:00,4284.19,4287.38,4278.53,4282.19,1794.9477
