Datetime,Open,High,Low,Close,Volume
2025-08-21 00:00:00+00:00,187.95,189.22,187.02,187.93,139528.817
2025-08-21 01:00:00+00:00,187.92,189.28,186.79,189.09,155615.497
2025-08-21 02:00:00+00:00,189.08,189.99,185.51,186.47,254245.554
2025-08-21 03:00:00+00:00,186.47,190.1,186.35,188.43,298414.76
2025-08-21 04:00:00+00:00,188.43,188.7,187.22,187.75,149221.259
2025-08-21 05:00:00+00:00,187.76,188.17,186.64,188.1,77650.512
2025-08-21 06:00:00+00:00,188.1,188.1,186.5,186.6,54186.333
2025-08-21 07:00:00+00:00,186.6,187.42,185.89,186.98,77344.136
2025-08-21 08:00:00+00:00,186.99,187.04,185.64,185.65,64198.203
2025-08-21 09:00:00+00:00,185.66,185.73,184.05,184.93,178323.748
2025-08-21 10:00:00+00:00,184.93,185.31,183.89,184.33,95950.642
2025-08-21 11:00:00+00:00,184.34,184.98,183.48,184.03,78839.532
2025-08-21 12:00:00+00:00,184.03,184.86,182.76,183.75,87803.733
2025-08-21 13:00:00+00:00,183.74,185.82,183.37,184.08,139276.086
2025-08-21 14:00:00+00:00,184.09,186.42,183.7,184.82,177869.279
2025-08-21 15:00:00+00:00,184.82,185.06,181.44,181.65,248610.99
2025-08-21 16:00:00+00:00,181.65,182.38,180.8,180.96,150258.141
2025-08-21 17:00:00+00:00,180.96,181.59,179.85,181.17,110593.084
2025-08-21 18:00:00+00:00,181.17,182.3,180.55,182.16,62431.458
2025-08-21 19:00:00+00:00,182.15,182.93,179.94,180.15,96508.561
2025-08-21 20:00:00+00:00,180.15,181.47,179.43,180.84,95886.697
2025-08-21 21:00:00+00:00,180.84,181.61,180.0,181.15,42369.794
2025-08-21 22:00:00+00:00,181.16,181.86,180.91,181.79,33192.51
2025-08-21 23:00:00+00:00,181.78,181.78,179.86,180.29,46192.277
2025-08-22 00:00:00+00:00,180.3,181.81,180.26,181.15,64038.176
2025-08-22 01:00:00+00:00,181.15,182.1,180.0,181.97,65464.624
2025-08-22 02:00:00+00:00,181.98,183.5,181.69,182.62,148413.086
2025-08-22 03:00:00+00:00,182.63,183.44,181.41,181.76,79932.346
2025-08-22 04:00:00+00:00,181.76,183.38,181.75,182.9,73968.823
2025-08-22 05:00:00+00:00,182.9,183.9,182.67,183.67,58073.299
2025-08-22 06:00:00+00:00,183.67,184.12,182.38,182.94,83160.668
2025-08-22 07:00:00+00:00,182.94,184.36,182.8,183.98,91592.14
2025-08-22 08:00:00+00:00,183.97,185.1,183.74,183.77,144017.486
2025-08-22 09:00:00+00:00,183.76,184.04,182.44,182.94,123741.404
2025-08-22 10:00:00+00:00,182.94,182.96,180.87,181.18,86848.274
2025-08-22 11:00:00+00:00,181.19,181.3,179.6,179.63,121772.666
2025-08-22 12:00:00+00:00,179.63,179.82,177.27,178.45,317124.625
2025-08-22 13:00:00+00:00,178.45,181.28,178.0,180.25,231190.065
2025-08-22 14:00:00+00:00,180.25,193.28,180.22,191.7,1982842.813
2025-08-22 15:00:00+00:00,191.7,195.42,191.66,193.47,665340.243
2025-08-22 16:00:00+00:00,193.48,197.96,193.48,194.9,605340.56
2025-08-22 17:00:00+00:00,194.9,198.1,194.9,196.88,382505.735
2025-08-22 18:00:00+00:00,196.88,197.54,195.68,196.82,158154.653
2025-08-22 19:00:00+00:00,196.83,199.73,196.6,198.97,219878.883
