rsi_period,entry,exit,stop,final,return_pct,trades,win_rate
21,22,75,0.05,1706.6068832882806,13.773792219218706,3,66.66666666666666
14,22,65,0.08,1703.8910597504553,13.592737316697011,13,76.92307692307693
14,22,65,0.1,1703.8910597504553,13.592737316697011,13,76.92307692307693
14,22,65,0.12,1703.8910597504553,13.592737316697011,13,76.92307692307693
21,26,50,0.08,1700.3296263723378,13.35530842482251,12,75.0
21,26,50,0.1,1700.3296263723378,13.35530842482251,12,75.0
21,26,50,0.12,1700.3296263723378,13.35530842482251,12,75.0
14,20,80,0.08,1697.1395581843803,13.14263721229203,6,66.66666666666666
21,24,70,0.05,1693.0391533313762,12.869276888758407,6,66.66666666666666
21,20,65,0.05,1691.117411763931,12.741160784262062,2,50.0
21,20,65,0.08,1691.117411763931,12.741160784262062,2,50.0
21,20,65,0.1,1691.117411763931,12.741160784262062,2,50.0
21,20,65,0.12,1691.117411763931,12.741160784262062,2,50.0
21,24,75,0.05,1689.0964494542911,12.606429963619403,6,66.66666666666666
21,24,55,0.08,1689.0436815597454,12.602912103983034,5,80.0
21,24,55,0.1,1689.0436815597454,12.602912103983034,5,80.0
21,24,55,0.12,1689.0436815597454,12.602912103983034,5,80.0
14,20,70,0.08,1688.7491990977728,12.583279939851511,8,62.5
14,20,70,0.1,1688.7491990977728,12.583279939851511,8,62.5
14,20,70,0.12,1688.7491990977728,12.583279939851511,8,62.5
21,26,75,0.05,1686.9423243365588,12.462821622437259,9,55.55555555555556
21,24,70,0.08,1682.366144601137,12.157742973409125,5,60.0
14,22,55,0.08,1681.9576240650208,12.130508271001395,15,73.33333333333333
14,22,55,0.1,1681.9576240650208,12.130508271001395,15,73.33333333333333
14,22,55,0.12,1681.9576240650208,12.130508271001395,15,73.33333333333333
21,20,60,0.05,1680.3085024369755,12.020566829131706,2,100.0
21,20,60,0.08,1680.3085024369755,12.020566829131706,2,100.0
21,20,60,0.1,1680.3085024369755,12.020566829131706,2,100.0
21,20,60,0.12,1680.3085024369755,12.020566829131706,2,100.0
14,20,80,0.12,1680.202910257494,12.013527350499608,6,83.33333333333334
14,20,80,0.1,1680.1160202561364,12.007734683742433,6,66.66666666666666
14,22,60,0.08,1679.4544374958505,11.963629166390021,14,71.42857142857143
14,22,60,0.1,1679.4544374958505,11.963629166390021,14,71.42857142857143
14,22,60,0.12,1679.4544374958505,11.963629166390021,14,71.42857142857143
21,24,75,0.08,1678.4482957386674,11.896553049244485,5,60.0
21,26,60,0.05,1672.5652014567197,11.504346763781314,12,75.0
21,24,55,0.05,1668.3314502767746,11.22209668511831,6,83.33333333333334
21,22,65,0.08,1667.818496692528,11.187899779501876,2,50.0
21,22,65,0.1,1667.818496692528,11.187899779501876,2,50.0
21,22,65,0.12,1667.818496692528,11.187899779501876,2,50.0
21,24,60,0.08,1667.3930719503423,11.159538130022817,5,60.0
21,24,60,0.1,1667.3930719503423,11.159538130022817,5,60.0
21,24,60,0.12,1667.3930719503423,11.159538130022817,5,60.0
14,20,60,0.08,1663.9296292066,10.928641947106676,8,75.0
14,20,60,0.1,1663.9296292066,10.928641947106676,8,75.0
14,20,60,0.12,1663.9296292066,10.928641947106676,8,75.0
14,28,80,0.05,1662.9342973444736,10.862286489631568,15,60.0
21,20,55,0.05,1660.4431440353462,10.696209602356422,2,50.0
21,20,55,0.08,1660.4431440353462,10.696209602356422,2,50.0
21,20,55,0.1,1660.4431440353462,10.696209602356422,2,50.0
21,20,55,0.12,1660.4431440353462,10.696209602356422,2,50.0
21,24,70,0.1,1658.174293066513,10.544952871100865,5,80.0
21,22,60,0.08,1657.1585042052143,10.477233613680959,2,50.0
21,22,60,0.1,1657.1585042052143,10.477233613680959,2,50.0
21,22,60,0.12,1657.1585042052143,10.477233613680959,2,50.0
21,24,75,0.1,1654.3127815348446,10.287518768989635,5,80.0
14,20,55,0.08,1653.281000746856,10.218733383123734,8,75.0
14,20,55,0.1,1653.281000746856,10.218733383123734,8,75.0
14,20,55,0.12,1653.281000746856,10.218733383123734,8,75.0
21,22,65,0.05,1647.3665434253326,9.824436228355516,3,66.66666666666666
21,24,60,0.05,1646.9463355379564,9.796422369197089,6,66.66666666666666
21,24,70,0.12,1642.1226444635195,9.47484296423462,5,80.0
21,24,50,0.08,1642.059076958892,9.470605130592812,5,80.0
21,24,50,0.1,1642.059076958892,9.470605130592812,5,80.0
21,24,50,0.12,1642.059076958892,9.470605130592812,5,80.0
21,24,75,0.12,1638.298513577807,9.219900905187139,5,80.0
21,22,55,0.08,1637.566835433319,9.171122362221261,2,50.0
21,22,55,0.1,1637.566835433319,9.171122362221261,2,50.0
21,22,55,0.12,1637.566835433319,9.171122362221261,2,50.0
21,22,60,0.05,1636.8372711984139,9.122484746560922,3,66.66666666666666
14,22,50,0.08,1635.492055897323,9.032803726488204,15,80.0
14,22,50,0.1,1635.492055897323,9.032803726488204,15,80.0
14,22,50,0.12,1635.492055897323,9.032803726488204,15,80.0
21,20,50,0.05,1634.1306659770694,8.942044398471282,2,100.0
21,20,50,0.08,1634.1306659770694,8.942044398471282,2,100.0
21,20,50,0.1,1634.1306659770694,8.942044398471282,2,100.0
21,20,50,0.12,1634.1306659770694,8.942044398471282,2,100.0
21,32,80,0.08,1623.2012920184463,8.213419467896422,11,63.63636363636363
21,24,50,0.05,1621.9230036568288,8.128200243788575,6,83.33333333333334
10,28,75,0.05,1619.0056623163687,7.933710821091244,38,68.42105263157895
14,20,80,0.05,1617.6634920359827,7.844232802398854,7,57.14285714285714
21,22,55,0.05,1617.485849128989,7.832389941932605,3,66.66666666666666
10,28,70,0.05,1611.6748448529502,7.4449896568633545,47,63.829787234042556
21,22,50,0.08,1611.6168704609663,7.44112469739775,2,50.0
21,22,50,0.1,1611.6168704609663,7.44112469739775,2,50.0
21,22,50,0.12,1611.6168704609663,7.44112469739775,2,50.0
10,26,70,0.05,1609.1283090774123,7.275220605160815,41,65.85365853658537
14,20,70,0.05,1608.9964481285012,7.266429875233427,9,66.66666666666666
14,20,50,0.08,1607.8766238361977,7.1917749224131855,8,62.5
14,20,50,0.1,1607.8766238361977,7.1917749224131855,8,62.5
14,20,50,0.12,1607.8766238361977,7.1917749224131855,8,62.5
14,22,55,0.05,1607.4046315151813,7.160308767678747,16,75.0
14,20,75,0.08,1605.665798252071,7.04438655013806,8,62.5
14,22,60,0.05,1605.012399019391,7.000826601292731,15,73.33333333333333
14,30,80,0.05,1604.243003821328,6.949533588088541,19,63.1578947368421
14,20,65,0.05,1603.4498837770268,6.896658918468446,9,77.77777777777779
21,24,65,0.05,1602.238087081617,6.815872472107798,6,66.66666666666666
14,26,80,0.05,1596.1691456500093,6.411276376667296,13,53.84615384615385
21,26,50,0.05,1595.633428307743,6.375561887182868,13,76.92307692307693
21,26,55,0.05,1595.0542937585062,6.336952917233751,12,75.0
14,28,75,0.05,1592.2080004499935,6.147200029999578,20,60.0
21,24,65,0.08,1592.1374930949423,6.142499539662816,5,60.0
21,22,50,0.05,1591.85410072034,6.123606714689345,3,66.66666666666666
14,20,75,0.12,1589.642015068129,5.976134337875272,8,75.0
14,20,75,0.1,1589.5598083322616,5.970653888817434,8,62.5
14,22,50,0.05,1586.1428523540042,5.742856823600273,16,81.25
14,22,65,0.05,1582.458380842143,5.49722538947619,14,78.57142857142857
10,24,80,0.05,1577.252221569867,5.150148104657815,25,68.0
21,30,70,0.05,1573.4616394073682,4.8974426271578775,14,64.28571428571429
21,24,65,0.1,1569.2430988043386,4.616206586955918,5,80.0
21,30,75,0.05,1569.1777243868646,4.611848292457643,11,45.45454545454545
10,26,75,0.05,1567.1349747729994,4.475664984866623,32,65.625
14,20,75,0.05,1564.6246133078992,4.308307553859936,9,66.66666666666666
10,22,80,0.05,1564.1092325270154,4.273948835134367,22,63.63636363636363
14,20,60,0.05,1561.4747267435791,4.0983151162386156,9,77.77777777777779
14,24,70,0.05,1558.6131913847041,3.9075460923136074,17,64.70588235294117
10,30,75,0.05,1557.415649634418,3.8277099756278687,40,67.5
10,34,75,0.05,1557.3982828373912,3.8265521891594156,46,65.21739130434783
10,20,80,0.05,1556.3254416154216,3.7550294410281015,20,65.0
14,30,75,0.05,1555.549061168707,3.703270744580478,23,60.86956521739131
21,24,65,0.12,1554.052332127998,3.603488808533206,5,80.0
14,20,55,0.05,1551.4817775692197,3.432118504614645,9,77.77777777777779
14,34,65,0.05,1550.6328924842633,3.3755261656175595,46,67.3913043478261
14,30,70,0.05,1549.309676651968,3.2873117767978632,27,62.96296296296296
21,28,75,0.08,1540.1683778715799,2.677891858105319,10,60.0
14,20,50,0.05,1531.2158621316355,2.0810574754423605,9,66.66666666666666
21,32,75,0.05,1527.9120993259248,1.860806621728317,15,53.333333333333336
21,28,75,0.12,1524.7982278810625,1.6532151920708449,10,70.0
21,28,75,0.1,1524.719374476345,1.6479582984229912,10,60.0
21,34,75,0.05,1523.4920532034116,1.5661368802274422,16,56.25
10,30,70,0.05,1520.4623329308217,1.3641555287214446,49,63.26530612244898
14,28,70,0.05,1519.6368878851777,1.3091258590118393,24,66.66666666666666
21,28,70,0.08,1518.1221276594595,1.2081418439639613,13,69.23076923076923
10,32,80,0.08,1511.873921328007,0.7915947552004754,33,66.66666666666666
14,32,80,0.05,1509.6813700042007,0.6454246669467256,20,65.0
10,32,75,0.05,1506.4659920846298,0.4310661389753223,44,65.9090909090909
21,28,70,0.12,1502.9719887906854,0.19813258604568507,13,76.92307692307693
21,28,70,0.1,1502.894264107941,0.19295094052940165,13,69.23076923076923
14,32,70,0.05,1496.1179605489747,-0.25880263006835547,30,63.33333333333333
21,30,65,0.05,1489.7605723640825,-0.6826285090611672,16,62.5
21,28,70,0.05,1479.3185789527881,-1.3787614031474549,14,71.42857142857143
10,34,70,0.05,1475.2063348110712,-1.6529110125952484,58,63.793103448275865
21,28,75,0.05,1463.1988276716227,-2.453411488558488,11,54.54545454545454
14,26,70,0.05,1461.5629548210463,-2.5624696785969125,20,60.0
14,26,75,0.05,1460.1443818358205,-2.657041210945299,16,68.75
10,32,70,0.05,1459.3027248209125,-2.7131516786058296,55,61.81818181818181
14,24,80,0.05,1454.809775805184,-3.012681612987733,10,40.0
14,34,80,0.05,1452.72554283394,-3.1516304777373327,23,65.21739130434783
14,34,80,0.08,1451.9097687130557,-3.2060154191296264,19,68.42105263157895
21,28,55,0.08,1451.5108694446567,-3.2326087036895546,15,73.33333333333333
21,28,55,0.1,1451.5108694446567,-3.2326087036895546,15,73.33333333333333
21,28,55,0.12,1451.5108694446567,-3.2326087036895546,15,73.33333333333333
14,32,75,0.05,1447.54630566822,-3.496912955452003,25,64.0
14,24,75,0.05,1446.8368535278441,-3.544209764810391,13,61.53846153846154
21,32,70,0.05,1446.6177607225602,-3.5588159518293194,18,66.66666666666666
21,34,70,0.05,1436.5792550856831,-4.228049660954458,19,63.1578947368421
14,34,80,0.12,1435.7170000479825,-4.285533330134495,17,70.58823529411765
21,28,50,0.08,1429.4094091825762,-4.706039387828254,16,68.75
21,28,50,0.1,1429.4094091825762,-4.706039387828254,16,68.75
21,28,50,0.12,1429.4094091825762,-4.706039387828254,16,68.75
10,28,80,0.05,1419.779114315038,-5.348059045664133,33,66.66666666666666
21,28,60,0.08,1419.4250730661656,-5.371661795588956,14,71.42857142857143
21,28,60,0.1,1419.4250730661656,-5.371661795588956,14,71.42857142857143
21,28,60,0.12,1419.4250730661656,-5.371661795588956,14,71.42857142857143
14,24,60,0.05,1418.7017929826163,-5.419880467825577,20,65.0
14,34,80,0.1,1417.8127464877743,-5.479150234148378,19,73.68421052631578
14,24,60,0.08,1413.2145165959168,-5.78569889360554,18,61.111111111111114
14,24,60,0.1,1413.2145165959168,-5.78569889360554,18,61.111111111111114
14,24,60,0.12,1413.2145165959168,-5.78569889360554,18,61.111111111111114
14,30,80,0.12,1411.7610258260954,-5.882598278260309,15,66.66666666666666
21,28,65,0.08,1409.9572808400646,-6.002847943995693,14,64.28571428571429
21,32,75,0.1,1400.936209557886,-6.604252696140933,12,58.333333333333336
21,34,75,0.1,1396.8834877660513,-6.874434148929909,13,61.53846153846154
21,28,65,0.12,1395.8865758456654,-6.9408949436223,14,71.42857142857143
21,28,65,0.1,1395.8143889772045,-6.945707401519696,14,64.28571428571429
10,24,70,0.05,1395.2718381309892,-6.981877457934049,36,66.66666666666666
14,30,80,0.1,1392.5339266674457,-7.16440488883695,15,66.66666666666666
21,28,65,0.05,1392.5297312709308,-7.164684581937941,15,66.66666666666666
21,30,75,0.08,1392.035728987896,-7.197618067473599,10,60.0
14,24,55,0.05,1387.2724821463883,-7.515167856907445,21,66.66666666666666
21,34,65,0.05,1387.0303941951458,-7.531307053656944,24,62.5
21,32,75,0.12,1386.8838055682152,-7.541079628785652,12,58.333333333333336
