Datetime,Open,High,Low,Close,Volume
2025-08-21 00:00:00+00:00,2.9512,2.9517,2.934,2.9432,4673881.6
2025-08-21 01:00:00+00:00,2.9433,2.952,2.9275,2.9507,4427404.0
2025-08-21 02:00:00+00:00,2.9506,2.9588,2.9129,2.9242,4109702.2
2025-08-21 03:00:00+00:00,2.9242,2.9508,2.9239,2.9299,5030409.1
2025-08-21 04:00:00+00:00,2.9298,2.9408,2.922,2.9305,2668395.9
2025-08-21 05:00:00+00:00,2.9305,2.9328,2.9216,2.9307,3102914.2
2025-08-21 06:00:00+00:00,2.9307,2.9308,2.9032,2.9113,4681338.8
2025-08-21 07:00:00+00:00,2.9113,2.918,2.8922,2.9081,4941468.7
2025-08-21 08:00:00+00:00,2.9082,2.9161,2.8971,2.8973,3776948.2
2025-08-21 09:00:00+00:00,2.8973,2.906,2.8858,2.8932,3004143.0
2025-08-21 10:00:00+00:00,2.8933,2.9052,2.8904,2.9005,2011324.8
2025-08-21 11:00:00+00:00,2.9006,2.916,2.8961,2.9021,2900308.7
2025-08-21 12:00:00+00:00,2.902,2.91,2.8833,2.8904,3159082.9
2025-08-21 13:00:00+00:00,2.8904,2.9206,2.885,2.8964,4670362.2
2025-08-21 14:00:00+00:00,2.8965,2.9236,2.8791,2.8999,6159543.1
2025-08-21 15:00:00+00:00,2.9,2.9036,2.8725,2.8875,5714547.3
2025-08-21 16:00:00+00:00,2.8874,2.9102,2.882,2.8902,3238542.3
2025-08-21 17:00:00+00:00,2.8902,2.9078,2.874,2.9016,3622955.0
2025-08-21 18:00:00+00:00,2.9016,2.9172,2.9007,2.9136,2431339.3
2025-08-21 19:00:00+00:00,2.9136,2.9193,2.8517,2.8682,6114324.3
2025-08-21 20:00:00+00:00,2.8683,2.8879,2.86,2.8801,3648661.7
2025-08-21 21:00:00+00:00,2.88,2.8885,2.8671,2.8845,1868115.0
2025-08-21 22:00:00+00:00,2.8845,2.886,2.8686,2.8746,1488497.9
2025-08-21 23:00:00+00:00,2.8746,2.8747,2.8424,2.8519,3928445.4
2025-08-22 00:00:00+00:00,2.8518,2.8712,2.848,2.8579,3868147.3
2025-08-22 01:00:00+00:00,2.8579,2.8635,2.8388,2.8581,3611036.5
2025-08-22 02:00:00+00:00,2.8582,2.885,2.8531,2.8574,4508186.5
2025-08-22 03:00:00+00:00,2.8574,2.8604,2.8226,2.8331,7337284.7
2025-08-22 04:00:00+00:00,2.833,2.867,2.8309,2.8568,3947853.7
2025-08-22 05:00:00+00:00,2.8569,2.874,2.8517,2.871,1902438.6
2025-08-22 06:00:00+00:00,2.8709,2.8742,2.8456,2.8531,4427781.1
2025-08-22 07:00:00+00:00,2.8532,2.8747,2.8508,2.8601,3807661.9
2025-08-22 08:00:00+00:00,2.8601,2.8764,2.86,2.868,3923827.7
2025-08-22 09:00:00+00:00,2.868,2.8706,2.8508,2.8593,1930768.6
